uniprot_id,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR,pi_score,sig_pi,contrast,gene,protein,description
P02144,-0.4785138783013281,-1.013081924307776,0.05605416770511984,31.146698213604193,-1.814654603756557,-4.690856916454547,0.07781403237666676,0.20351362313897461,-1,-0,0.2946835038903828,0,CRvH_Baseline,MB,MYG_HUMAN,Myoglobin
P06732,-0.21546398507585351,-0.7014971500223279,0.27056917987062096,30.445366975476656,-0.8986927022465193,-5.853363657344292,0.37471513984827864,0.5435938234804805,-0,-0,0.8093716168915771,0,CRvH_Baseline,CKM,KCRM_HUMAN,Creatine kinase M-type
P04075,0.17930042200760354,-0.01023153057052184,0.36883237458572893,29.696757974003575,1.9177911351095167,-4.517577966762765,0.06299895929288221,0.17910098546715328,1,0,0.6091439953300594,0,CRvH_Baseline,ALDOA,ALDOA_HUMAN,Fructose-bisphosphate aldolase A
P04406,0.27988948227302046,0.058483479660136534,0.5012954848859044,29.607709931743376,2.5627109208507055,-3.269650330025267,0.014655916650563691,0.0729769589216976,1,1,0.30668061414591313,0,CRvH_Baseline,GAPDH,G3P_HUMAN,Glyceraldehyde-3-phosphate dehydrogenase
P12277,0.10080797099099215,-0.2733407487084531,0.4749566906904374,29.431300467409592,0.5462016930389851,-6.101521277020364,0.5882553158944257,0.7211513055697297,0,0,0.9479171963204609,0,CRvH_Baseline,CKB,KCRB_HUMAN,Creatine kinase B-type
P07451,0.2342567685350545,-0.2612577406256743,0.7297712776957833,29.162555978805365,0.9583810201915912,-5.799821526850283,0.34418502964126696,0.517743784308754,0,0,0.7789155702264614,0,CRvH_Baseline,CA3,CAH3_HUMAN,Carbonic anhydrase 3
Q13642,-0.4876675120356566,-0.8061021089240148,-0.16923291514729843,28.694086074071294,-3.104602549342942,-2.03574377274946,0.003675049417450058,0.02896537582527074,-1,-1,0.06496178564824656,0,CRvH_Baseline,FHL1,FHL1_HUMAN,Four and a half LIM domains protein 1
P68133,0.32180595958918445,-0.5646207354962692,1.2082326546746383,28.054132006891813,0.7361244773618152,-5.982381883577135,0.4663970278638162,0.6268560423913923,0,0,0.7823545885335338,0,CRvH_Baseline,ACTA1,ACTS_HUMAN,"Actin, alpha skeletal muscle"
P06733,0.6247309721840999,0.02137308097349977,1.2280888633947,28.357978905617227,2.0990388273368663,-4.1945410315784475,0.04280130221932009,0.13880124236846575,1,0,0.1396460932058986,0,CRvH_Baseline,ENO1,ENOA_HUMAN,Alpha-enolase
P13929,-0.5158578166633934,-1.0607030982512642,0.028987464924477457,27.82387557643471,-1.919372434525395,-4.514860560006468,0.06279213149485224,0.17884251064502418,-1,-0,0.2398225487662222,0,CRvH_Baseline,ENO3,ENOB_HUMAN,Beta-enolase
P14618,-0.18690232780558347,-0.42909722048021925,0.055292564869052346,27.487074397701665,-1.5644156850309892,-5.077683833142221,0.12636185029826869,0.27470815936970255,-0,-0,0.6793442983276533,0,CRvH_Baseline,PKM,KPYM_HUMAN,Pyruvate kinase PKM
